,cleaned_brand,certain,sim
164,阿q桶麵,[],[]
165,豆油伯,[],[]
166,小獅王辛巴,[],"[('小獅王', 75), ('獅王', 57)]"
167,logitech羅技,[],"[('gtech小綠', 59), ('ecologic', 56), ('ergotech人因科技', 55), ('lotte', 53), ('switch', 50), ('lechat', 50), ('gigabyte技嘉', 50), ('montech創世紀', 50)]"
168,花香5,[],[]
169,越南厚生,[],[]
170,味味一品,[],"[('a味味', 57), ('味味麵', 57), ('一品夫人', 50)]"
171,森田藥粧,[],[]
172,ego意高,[],"[('go!', 57), ('seago賽嘉', 50), ('weg', 50)]"
173,hydro balance水平衡,[],"[('new balance', 59), ('natural balance', 58), ('b balance', 56), ('balance博朗氏', 54), ('balzano', 52)]"
174,林鳳營特濃優格,[],"[('林鳳營精品優格', 71), ('林鳳營簡單點優格', 67), ('味全林鳳營', 50)]"
175,sampo聲寶,[],"[('sempio', 62), ('sapporo', 57), ('champion', 53), ('samdasoo', 53), ('sabon', 50), ('sakio', 50), ('sugao', 50), ('tempo', 50), ('amino', 50)]"
176,人生製藥,[],"[('得意人生', 50), ('甘味人生', 50)]"
177,aveeno艾惟諾,[],"[('ivenor', 53), ('avene雅漾', 50), ('艾惟諾', 50), ('aiken艾肯', 50), ('attento', 50), ('greenon', 50), ('essenso', 50)]"
178,西雅圖,[],[]
179,倍潔雅,[],"[('唯潔雅', 67), ('加倍潔', 67)]"
180,克奈圃,[],"[('kneipp克奈圃', 50)]"
181,台農鮮乳廠,[],"[('台農', 57)]"
182,sunisa蘇妮薩,[],"[('suisai', 67), ('sunstar三詩達', 53), ('unidus', 53), ('sunkist香吉士', 53), ('snails', 53), ('uniqman', 50), ('sanbisi', 50)]"
183,bondi wash,[],"[('bonika', 62), ('wish bone香草魔法', 61), ('botanist', 56), (""pond's旁氏"", 56), ('botanical esthe', 56), ('uni water', 53), ('peach and', 53), ('the body shop', 52), ('adidas', 50), ('bandai', 50), ('daisho', 50)]"
184,seeds惜時,[],"[('seeds聖萊西', 67), ('fees', 55), ('skechers', 53), ('dayneeds', 53), ('sebamed施巴', 50), ('visee', 50), ('ms.cosmed', 50), ('exped', 50)]"
185,大金,[],"[('金蘭', 50), ('丸金', 50), ('大正', 50), ('樂金', 50), ('屏大', 50), ('金龍', 50), ('金岡', 50), ('大研', 50), ('金饌', 50), ('金鹿', 50), ('大河', 50), ('大醬', 50), ('金車', 50), ('大王', 50), ('大芳', 50), ('金寶', 50), ('大昌', 50)]"
186,dhc,[],"[('ahc', 67), ('htc', 67), ('hcg和成', 50), ('hac永信', 50)]"
187,s+miracle,[],"[('st.malo', 62), ('mirae未來美', 59), ('venus marble', 57), ('hiles', 57), ('amice', 57), ('mistral美寧', 56), ('realme', 53), ('eilles', 53), ('super mild', 53), ('lole’s', 53), ('urtale', 53), ('lafe’s', 53), ('osmile', 53), (""age20's"", 50), (""palmer's帕瑪氏"", 50), ('shower mate', 50), (""men's biore"", 50), ('malie媄莉', 50), ('qq girl', 50)]"
188,hitachi日立,"[('itachi日立', 94)]","[('itachi日立', 94), ('kitchenaid', 53), ('switch', 53), ('htc', 50), ('maychic', 50), ('asahi朝日', 50), ('vitamix', 50), ('iti', 50)]"
189,hills希爾思,[],"[('shills', 71), ('hiles', 62), ('eilles', 57), ('illy', 50), ('is愛思', 50)]"
190,maybelline媚比琳,[],"[('ayerllan', 57), ('maylink美菱', 55), ('vaseline凡士林', 50), ('malie媄莉', 50), ('jumelle', 50)]"
191,小米,[],"[('米家', 50), ('紅米', 50), ('雲米', 50), ('米徠', 50), ('米物', 50), ('小澤', 50)]"
192,biore,"[('biore蜜妮', 83)]","[('biore蜜妮', 83), ('more', 67), ('biolead', 67), ('rire', 67), ('bioes囍瑞', 67), ('dior', 67), ('bioneed', 67), ('bone', 67), (""men's biore"", 62), ('labiotte', 62), ('burge', 60), ('ivory', 60), ('biofuture苾菲絲', 59), ('boreal波瑞歐', 57), ('dior迪奧', 55), ('t core', 55), ('breeza', 55), ('yubico', 55), ('lirene', 55)]"
193,優生,[],"[('嬌生', 50), ('新生', 50), ('優活', 50), ('生活', 50), ('優品', 50), ('優柏', 50), ('民生', 50), ('優護', 50)]"
194,dr.hsieh達特醫,"[('dr.hsieh', 84)]","[('dr.hsieh', 84), ('dr.shine', 63), ('dr.hows', 56), ('dr. skin', 56), ('dr.satin', 53), ('dr.jou達特周', 50)]"
195,grandmother agafia阿加菲亞老奶奶,[],[]
196,等等,[],[]
197,萬達寬,[],[]
198,cesar西莎,[],"[('lestar', 62), ('tcstar', 62), ('eclear', 62), ('csmart+', 62), ('schesir', 57), ('casa', 55), ('t.c.star', 53), ('satter莎特', 53), ('lachesca', 53), ('crest', 50), ('fresa', 50), ('deary', 50), ('covermark', 50), ('wedar', 50)]"
199,海尼根,[],"[('海吉尼斯', 57), ('潘海利根', 57)]"
200,chifure,[],"[('cure', 73), ('chu', 60), ('queen chef', 59), ('curel珂潤', 57), ('hi-life', 57), ('schesir', 57), ('chefrun', 57), ('chin su', 57), ('pure', 55), ('rire', 55), ('cherie法麗', 53), ('chimei奇美', 53), ('biofuture苾菲絲', 53), ('skincure', 53), ('biore', 50), ('crest', 50), ('pure猋', 50), ('three', 50), ('fresa', 50)]"
201,賈以食日,[],[]
202,愛力根,"[('愛力', 80)]","[('愛力', 80), ('愛引力', 67), ('愛美力', 67)]"
203,heran禾聯,[],"[('ehrmann', 57), ('chefrun', 57), ('therapind魔唇', 56), ('ayerllan', 53), ('herbacin德國小甘菊', 50), ('haken', 50), ('opera', 50), ('derma', 50), ('sheba', 50), ('hereu', 50), ('homer', 50)]"
204,湛盧,[],"[('湛盧咖啡', 67)]"
205,madam jan’s,[],"[(""mod's hair"", 57), ('mod’s hair', 57), ('amadana', 56), ('one amadana', 55), ('amino mason', 55), ('samdasoo', 53), ('amida', 50), ('sant’anna', 50), ('mandom beauty', 50), (""grandma mae's梅亞奶奶"", 50)]"
206,dr’s formula台塑生醫,"[('dr‘s formula‘', 86)]","[('dr‘s formula‘', 86), ('forte台塑生醫', 56), ('dr.forhair', 54), ('make up for ever', 50), ('dr.konopka’s', 50)]"
207,artis di voce,[],"[('kitchen art', 58), ('ad-rocket', 55), ('arcticpet', 55), ('miller harris', 54), ('arctic', 53), ('narciso rodriguez', 53), ('natice', 53), ('artisan', 50)]"
208,parrs,[],"[('nars', 67), ('plas', 67), ('panrose潘柔', 57), ('polarstar', 57), ('parmir帕米爾', 57), ('targus', 55), ('persil', 55), ('paos泡舒', 55), ('arnest', 55), ('parfum', 55), ('plants', 55), ('barrio', 55), ('prreti', 55), (""palmer's帕瑪氏"", 50), ('pri', 50), ('pair沛醫亞', 50), ('pascual', 50), ('sparkles sp', 50), ('artisan', 50)]"
209,滿漢大餐,[],[]
210,utena佑天蘭,[],"[('mustela', 53), ('luna', 50)]"
211,new balance,[],"[('b balance', 70), ('natural balance', 69), ('balance博朗氏', 67), ('jant blanc', 67), ('new anna', 63), ('new beads', 60), ('black ice', 60), ('hydro balance水平衡', 59), ('black monster', 58), ('vanilla blanc', 58), ('balzano', 56), ('les nez', 56), ('one amadana', 55), ('nature face', 55), ('black blaze', 55), ('blendtec', 53), ('bluepine', 53), ('baan', 53), ('blackmonster', 52)]"
212,純煉,[],[]
213,kitchenaid,[],"[('kitchen art', 67), ('kitcat', 62), ('ricenal', 59), ('kiwi kitchens奇異廚房', 59), ('kitekat', 59), ('kitchenwell金美滿', 58), ('therapind魔唇', 57), ('thai', 57), ('itachi日立', 56), ('hitachi日立', 53), ('paul mitchell', 52), ('head海德', 50), ('switch', 50), ('cover nail', 50), ('healthlead', 50), ('pinpai', 50)]"
214,john masters organics,[],"[('natures organics', 76), ('avalon organics', 61), ('dr. organic丹霓珂', 53), (""johnson's嬌生"", 50)]"
215,hair recipe,[],"[('arcticpet', 60), ('barrier repair', 56), ('arencia', 56), ('hi-life', 56), ('i-kirei', 56), ('nature tree', 55), ('clair paris', 55), ('ecowipes', 53), ('green finger', 52), ('ariel', 50), ('three', 50), ('dr pepper', 50), ('amice', 50), ('ice river', 50), ('miller harris', 50), ('ad-rocket', 50), ('hope girl', 50), ('dairy farmers', 50)]"
216,rasto,[],"[('soto', 67), ('aito', 67), ('crest', 60), ('patto', 60), ('aesop', 60), ('lasko', 60), ('orasi', 60), ('rausch', 55), ('ducato', 55), ('tromso', 55), ('arnest', 55), ('franks', 55), ('suunto', 55), ('amstel', 55), ('daisho', 55), ('a star', 55), ('watsons', 50), ('jason捷森', 50), ('yeaster', 50)]"
217,under armour,[],"[('dr.wonder', 57), ('aroy-d', 56), ('aroma zone', 55), ('ushine farm御膳房', 54), ('ronever', 53), ('wonder mama萬能媽媽', 52), ('venus amour戀愛女神', 52), ('more', 50), ('de buyer', 50), ('roudye柔蝶', 50), ('wonder旺德', 50), ('mondariz', 50), ('purederm', 50), ('blackmonster', 50), ('wonder trend', 50), ('uni star', 50)]"
218,bhk’s,[],"[('s&b', 75), ('brook’s', 67), ('benks', 60), ('bh', 57), (""hunt's"", 55), ('brooks', 55), ('e-books', 50), ('k-swiss', 50), ('k&k', 50), ('h&w', 50), ('chin su', 50)]"
219,color club,[],"[('citycolor', 63), ('cocodor', 59), ('club', 57), ('lb tokyo', 56), ('unny club', 53), ('colourpop', 53), ('cuoco', 53), ('labo labo', 53), ('lily&color', 50), ('cnp laboratory', 50), ('yubico', 50), ('clover', 50), ('lapolo', 50), ('fine color', 50)]"
220,chian pin強品,[],"[('champion', 63), ('ocean spring', 61), ('chanson強生', 60), ('hanskin', 56), ('chin su', 56), ('pei ci沛奇', 53), ('vi.chi維齊', 53), ('capitano', 53), ('lian li聯力', 50), ('center-in', 50), ('a’kin', 50)]"
221,mature美萃,[],"[('naturie', 67), ('from nature', 63), ('natureby', 62), ('matrix美奇絲', 59), ('cosnature德國植萃', 57), ('naturehike', 56), ('airmate艾美特', 56), ('natureke紐崔克', 53), ('nature tree', 53), ('pure beauty', 53), ('matador', 53), ('nature face', 53), ('menturm', 53), ('smate須眉', 53), ('moussenature沐時光', 52), ('more', 50), ('natures care', 50), ('mirae未來美', 50), ('pure', 50)]"
222,dejavu,[],"[('eau耀', 60), ('deve', 60), ('delta', 55), ('derma', 55), ('delux', 55), ('deary', 55), ('midea', 55), ('devon', 55), ('edeka', 55), ('beauty', 50), ('dermal', 50), ('lideal', 50), ('elujai', 50)]"
223,matric松木家電,[],"[('matrix美奇絲', 53), ('nailmatic', 53), ('catrice卡翠絲', 50), ('arctic', 50), ('natice', 50)]"
224,reebok,[],"[('greenon', 62), ('three', 55), ('iroka', 55), ('teteo', 55), ('edeka', 55), ('greenwood', 53), ('refine', 50), ('realme', 50), ('bokbok', 50), ('irobot', 50), ('breeza', 50), ('brooks', 50), ('bonika', 50), ('lirene', 50), ('elecom', 50), ('relove', 50), ('treewalker', 50), ('emborg', 50), ('greek gods', 50)]"
225,春風,[],"[('瑞春', 50), ('風騰', 50), ('風格', 50), ('勳風', 50)]"
226,dr.hows,[],"[('dr.hsieh', 67), ('dr.spa', 62), ('dr. skin', 57), ('dr.hsieh達特醫', 56), ('etude house', 56), ('dr.wu達爾膚', 53), ('dr.satin', 53), ('cat chow', 53), ('dr.groot', 53), ('dr‘s formula‘', 53), ('dr.shine', 53), ('dr.oko德逸', 53), ('dr.konopka’s', 53), ('rosy rosa', 50), ('dr.藝群', 50), ('dr.jou達特周', 50), ('dr.wonder', 50), ('pershow品夏', 50), ('dr.vt', 50)]"
227,abc,[],"[('bcl', 67), ('ahc', 67), ('aoc', 67), ('lac', 67), ('ace', 67), ('afc', 67), ('nac', 67), ('tabasco', 60), ('ab統一', 57), ('aibo', 57), ('ikbc', 57), ('saba', 57), ('face+', 57), ('nabi', 57), ('haba', 57), ('ayce', 57), ('abba', 57), ('m.a.c', 50), ('jacks', 50)]"
228,黑人,[],"[('黑人牙膏', 67), ('黑松', 50), ('白人', 50), ('黑龍', 50)]"
229,realme,[],"[('relove', 67), ('urtale', 67), ('pureal', 67), ('revablend', 67), ('foramen', 62), ('treewalker', 62), ('revital', 62), ('ricenal', 62), ('heme', 60), ('tree walker', 59), ('tresemme', 57), ('morelife', 57), ('treewalker露遊', 56), ('ariel', 55), ('three', 55), ('fresa', 55), ('arlem', 55), ('remax', 55), ('alyea', 55)]"
230,聲寶,[],"[('寶亨', 50), ('寶僑', 50), ('寶馬', 50), ('寶路', 50), ('鍋寶', 50), ('古寶', 50), ('諾寶', 50), ('藍寶', 50), ('寶島', 50), ('培寶', 50), ('旺寶', 50), ('寶仕', 50), ('金寶', 50), ('奇寶', 50), ('威寶', 50)]"
231,岡本,[],"[('金岡', 50), ('片岡', 50)]"
232,zojirushi象印,[],"[('sanjirushi桑名', 61), ('zushiang日象', 57), ('loshi', 50), ('flowfushi', 50), ('orasi', 50)]"
233,日落恩賜,[],"[('日喬恩', 57)]"
234,tcl,"[('tc', 80)]","[('tc', 80), ('bcl', 67), ('tgc', 67), ('htc', 67), ('tcc', 67), ('club', 57), ('cily', 57), ('tcrd', 57), ('excel', 50), ('citycolor', 50), ('fancl', 50), ('sacla', 50), ('tklab', 50)]"
235,農心,[],"[('台農', 50), ('農會', 50), ('國農', 50), ('綠農', 50), ('興農', 50)]"
236,ariel,"[('ariul', 80)]","[('ariul', 80), ('ardell', 73), ('argelan', 67), ('naturie', 67), ('rire', 67), ('ricenal', 67), ('aiken', 60), ('avila', 60), ('masil', 60), ('apieu', 60), ('arlem', 60), ('ikari', 60), ('amice', 60), ('najel', 60), ('heartfelt', 57), ('anriea艾黎亞', 57), ('aprilskin', 57), ('arcticpet', 57), ('refine', 55)]"
237,converse,[],"[('clover', 71), ('ecover', 71), ('ronever', 67), ('ecover宜珂', 62), ('covermark', 59), ('cheers', 57), ('t core', 57), ('cooler master', 57), ('cover nail', 56), ('everose愛芙蓉', 56), ('super love', 56), ('one', 55), ('coolermaster酷碼', 55), ('honeysuckle', 53), ('r.o.c.s', 53), ('comefree康芙麗', 53), ('somerset賽玫特', 53), ('cheersjelly', 53), ('nursery', 53)]"
238,sillymann,[],"[('illy', 62), ('solan', 57), ('sigma', 57), ('milani', 53), ('shanen', 53), ('shills', 53), ('cosmic mansion', 52), ('ehrmann', 50), ('uniqman', 50), ('im unny', 50), ('madonna', 50), ('coleman', 50), ('milklab', 50), ('leanani', 50), ('swanson', 50), ('lilfant', 50), ('oshimon', 50)]"
239,ziaja齊葉雅,[],"[('ziaja', 77)]"
240,on the body,"[('the body shop', 83)]","[('the body shop', 83), ('the body shop美體小舖', 71), ('the orchid skin', 62), ('the ordinary', 61), ('e-books', 56), ('to be white', 55), ('botanical esthe', 54), ('mother-k', 53), ('bone', 53), ('bodytalk', 53), ('by terry', 53), (""john's blend"", 52), ('black monster', 50), ('dyson', 50), ('jo malone', 50), ('e.dot', 50), ('new beads', 50), ('one thing', 50), ('only good', 50)]"
241,forbelovedone寵愛之名,[],"[('beloved&co', 59), ('relove', 52)]"
242,喵洽普,[],[]
243,義美,[],"[('義美生醫', 67), ('美琪', 50), ('美則', 50), ('美樂', 50), ('美寧', 50), ('麗美', 50), ('源美', 50), ('美琦', 50), ('美的', 50)]"
244,sebamed施巴,[],"[('sheba', 57), ('realme', 53), ('seeds惜時', 50), ('debalets小巴黎', 50)]"
245,head海德,[],"[('sheba', 55), ('kitchenaid', 50), ('handme', 50), ('healthlead', 50)]"
246,寶僑,[],"[('南僑', 50), ('寶亨', 50), ('聲寶', 50), ('寶馬', 50), ('寶路', 50), ('鍋寶', 50), ('古寶', 50), ('諾寶', 50), ('藍寶', 50), ('寶島', 50), ('培寶', 50), ('旺寶', 50), ('寶仕', 50), ('金寶', 50), ('奇寶', 50), ('威寶', 50)]"
247,black monster,"[('blackmonster', 96)]","[('blackmonster', 96), ('mother-k', 67), ('black ice', 64), ('blackmores澳佳寶', 62), ('black gears黑設', 62), ('jant blanc', 61), ('new balance', 58), ('black blaze', 58), ('natural balance', 57), ('oster', 56), ('a-star bones', 56), ('baster巴絲特', 55), ('monster energy魔爪', 55), ('cooler master', 54), ('eternal basic', 54), ('lavons', 53), ('amstel', 53), ('a star', 53), ('la mer海洋拉娜', 52)]"
248,timotei蒂沐蝶,"[('timotei', 82)]","[('timotei', 82), ('dibote', 50)]"
249,nutram紐頓,[],"[('nutro美士', 53), ('menturm', 53), ('mama butter', 53), ('nutrience紐崔斯', 50), ('naturals', 50), ('nutra tech皇冠', 50), ('anua', 50)]"
250,catrice卡翠絲,[],"[('natice', 62), ('naturie', 59), ('crabtree瑰柏翠', 57), ('atrix艾翠斯', 56), ('ariel', 53), ('canidae卡比', 53), ('matrix美奇絲', 53), ('amice', 53), ('arcticpet', 53), ('matric松木家電', 50), ('carome.', 50), ('arctic', 50), ('naturehike', 50), ('catidea貓樂適', 50), ('trimaxcell', 50), ('garnier卡尼爾', 50)]"
251,lg樂金,[],"[('lg', 67), ('樂金', 67), ('log樂格', 67), ('ld樂迪', 50)]"
252,paula's choice寶拉珍選,[],"[(""paula's nail寶拉美甲"", 65), ('queens choice', 58), ('dr.choice', 52), ('paul mitchell', 52), ('ok choice', 52)]"
253,我的心機,[],[]
254,numis med樂美思,[],"[('ms.cosmed', 57), ('menturm', 53), ('venus marble', 50)]"
255,pond's旁氏,[],"[('bondi wash', 56), ('so good', 53), ('pony', 50), ('posy', 50), ('s+diamond鑽美姬', 50), ('post', 50)]"
256,ardell,[],"[('ariel', 73), ('dell戴爾', 67), ('argelan', 62), ('ferrarelle', 62), ('karalla', 62), ('merrell', 62), ('ayerllan', 57), ('piacelli', 57), ('delta', 55), ('delux', 55), ('arlem', 55), ('ariul', 55), ('najel', 55), ('heartfelt', 53), ('realme', 50), ('carome.', 50), ('bladez', 50), ('handme', 50), ('eilles', 50)]"
257,b歐樂,[],"[('歐樂芬', 67), ('b +', 50)]"
258,頂好,[],"[('頂燒', 50)]"
259,carome.,[],"[('aroma', 73), ('carmex小蜜媞', 67), ('ciaoke', 67), ('kamome', 67), ('aromase艾瑪絲', 62), ('aroma zone', 62), ('ciao', 60), ('yome', 60), ('maro', 60), ('warm', 60), ('cure', 60), ('romeo羅蜜歐', 57), ('romeo羅密歐', 57), ('alcatroz', 57), ('carein康茵', 57), ('ariel', 55), ('crest', 55), ('combo', 55), ('arlem', 55)]"
260,crabtree&evelyn瑰柏翠,[],"[('crabtree瑰柏翠', 76)]"
261,澎澎,[],[]
262,classic pets加好寶,[],"[('clair paris', 54), ('eternal basic', 50), (""lassie'el"", 50), ('arcticpet', 50)]"
263,mobby莫比,[],"[('alobaby', 57), ('mdobi摩多比', 53), ('omory', 50)]"
264,龍鳳,[],"[('黑龍', 50), ('金龍', 50), ('龍宏', 50), ('龍泉', 50), ('台鳳', 50), ('龍馬', 50), ('佳龍', 50)]"
265,biotherm碧兒泉,[],"[('skin biotheory', 56), ('mother-k', 53), ('labiotte', 53), ('bioderma貝膚黛瑪', 52), ('biore', 50), ('oster', 50), ('blistex碧唇', 50), ('lubriderm', 50)]"
266,奈森克林,[],"[('森林物語', 50)]"
267,the saem,[],"[(""she's"", 62), ('esthe dew', 59), ('skater', 57), ('amstel', 57), ('the laundress', 57), ('the north face', 55), ('she', 55), ('the retinotime', 55), ('nature tree', 53), ('shower mate', 53), ('saholea', 53), ('rosette', 53), ('to be white', 53), ('nature face', 53), ('mestemacher', 53), ('kitchen art', 53), ('saeve樹予', 53), ('smate須眉', 53), ('herbal care', 53)]"
268,米家,[],"[('小米', 50), ('家福', 50), ('紅米', 50), ('娘家', 50), ('雲米', 50), ('米徠', 50), ('米物', 50), ('易家', 50)]"
269,integrate櫻特芮,[],"[('neatex', 56), ('airmate艾美特', 55), ('glinter', 53), ('kitekat', 53), ('nutra tech皇冠', 50), ('amazin graze', 50), ('green finger', 50)]"
270,elizabeth arden伊麗莎白雅頓,[],[]
271,lab series雅男士,[],"[('steelseries賽睿', 54), ('superfood lab', 54), ('vaseline凡士林', 50), ('userism', 50), ('beanies', 50), ('clair paris', 50), ('le labo', 50)]"
272,紅印,[],"[('象印', 50), ('紅米', 50), ('京紅', 50), ('紅牛', 50)]"
273,excel,[],"[('ekel', 67), ('exped', 60), ('neocell妮兒', 57), ('eclear', 55), ('ecover', 55), ('percol', 55), ('trimaxcell', 53), ('curel珂潤', 50), ('tcl', 50), ('bcl', 50), ('3ce', 50), ('che gel', 50), ('celvoke', 50), ('celefit', 50), ('lec', 50), ('ace', 50), ('ricenal', 50), ('merrell', 50)]"
274,植享家,[],[]
275,sofina蘇菲娜,[],"[('sana莎娜', 53), ('kona可娜', 53), ('sofei舒妃', 50)]"
276,英泉,[],"[('東泉', 50), ('龍泉', 50)]"
277,herbacin德國小甘菊,[],"[('heran禾聯', 50), ('therapind魔唇', 50)]"
278,象印,[],"[('紅印', 50), ('日象', 50), ('白象', 50)]"
279,康貝特,"[('康貝', 80)]","[('康貝', 80)]"
280,日清,[],"[('日虹', 50), ('日象', 50), ('日虎', 50), ('日濢', 50), ('日青', 50), ('朝日', 50)]"
281,ogawa奧佳華,[],"[('okawa', 62), ('sowa首華', 57), ('aiwa愛華', 57), ('ozawakei', 50), ('oway', 50), ('kozawa小澤', 50)]"
282,瑞春,[],"[('春風', 50), ('海瑞', 50)]"
283,seeds聖萊西,[],"[('seeds惜時', 67), ('skechers', 50), ('fees', 50), ('dayneeds', 50)]"
284,醫之方,[],"[('台塑生醫 醫之方', 55)]"
285,sour3,[],"[('doutor', 55), ('espoir', 55), ('nsou恩樹', 55), ('sapporo', 50), ('gourmia', 50), ('see you', 50), ('gourmet', 50), ('nor.', 50), ('flavour', 50)]"
286,高慶泉,[],"[('高地之泉', 57)]"
287,eva,"[('evas', 86)]","[('evas', 86), ('zoeva', 75), ('revital', 60), ('eupa', 57), ('eau耀', 57), ('vita', 57), ('deve', 57), ('muva', 57), ('evita艾薇塔', 55), (""i'nesvia"", 55), ('opera', 50), ('aveda', 50), ('delta', 50), ('fresa', 50), ('vacci', 50), ('derma', 50), ('avila', 50), ('deary', 50), ('wedar', 50)]"
288,bcl,[],"[('abc', 67), ('tcl', 67), ('club', 57), ('ikbc', 57), ('cily', 57), ('excel', 50), ('fancl', 50), ('sacla', 50), ('b +', 50), ('belif', 50)]"
289,檜山坊,[],[]
290,avalon,[],"[('valor', 73), ('avon雅芳', 67), ('lavons', 67), ('baan', 60), ('vilson米森', 57), ('avalon organics', 57), ('mamalove', 57), ('aveda', 55), ('sabon', 55), ('vosun', 55), ('avila', 55), ('devon', 55), ('revlon露華濃', 53), ('jo malone', 53), ('panasonic', 53), ('granarolo', 53), ('mellsavon', 53), ('albion奧碧虹', 53), ('bon aroma', 53)]"
291,nars,[],"[('parrs', 67), ('naturals', 67), ('kangaroos', 62), ('targus', 60), ('arnest', 60), ('canary', 60), ('snails', 60), ('naf', 57), ('tunemakers', 57), ('nor.', 57), ('nac', 57), ('naturie', 55), ('lunasol', 55), ('artisan', 55), ('nursery', 55), ('niagara', 55), ('thayers', 55), ('naris up娜麗絲', 53), ('converse', 50)]"
292,pei ci沛奇,[],"[('chian pin強品', 53), ('i-kirei', 53), ('clair paris', 53), ('peach c', 53), (""i'nesvia"", 50), ('chimei奇美', 50), ('vi.chi維齊', 50), ('rich.c瑞奇', 50), ('cozy pet', 50), ('ecowipes', 50)]"
293,統一水果牛乳,[],"[('統一', 50)]"
