,cleaned_brand,certain,sim
2744,fiesta pure shine,[],"[('fresh line', 59), ('pure smile', 59), ('ushine farm御膳房', 58), ('dr.shine', 56), ('time leisure', 55), ('5mins shaper pro', 55), (""it's skin"", 54), ('naturehike', 52), ('sharing bistro共饗食堂', 51), ('etude house', 50), ('mistine', 50), ('pure beauty', 50), (""burt's bees"", 50), (""it's skin伊思"", 50), (""pure'n soft"", 50)]"
2745,eisai衛采,[],"[('suisai', 62), ('dermisa', 57), ('berioska', 53), ('venalisa', 53), ('asahi', 50), ('isana', 50), ('fresa', 50), ('elishacoy', 50), ('sakio', 50), ('ikari', 50), ('petia', 50), ('ediya', 50)]"
2746,gucci,[],"[('ucc', 75), ('vacci', 60), ('cuccio古希歐', 57), ('cocchi', 55), ('gum', 50), ('tgc', 50), ('gourmia', 50), ('tcc', 50), ('cocochi', 50), ('mumchit', 50), ('ufc', 50)]"
2747,seago賽嘉,[],"[('agoy', 55), ('ego意高', 50), ('sabon', 50), ('sakio', 50), ('sheba', 50), ('sugao', 50), ('seasons四季', 50)]"
2748,鮮一番,[],"[('鮮一杯', 67), ('燒鳥一番', 57), ('潔牙一番', 57), ('大炒一番', 57), ('福樂一番鮮', 50)]"
2749,tcstar,[],"[('t.c.star', 71), ('lestar', 67), ('csmart+', 67), ('a star', 67), ('cesar西莎', 62), ('tata', 60), ('casa', 60), ('tcrd', 60), ('ecostore', 57), ('uni star', 57), ('staresso', 57), ('crest', 55), ('oster', 55), ('twist', 55), ('yotta', 55), ('ttmax', 55), ('staub', 55), ('starbucks', 53), ('polarstar', 53)]"
2750,oul'isi歐麗絲,[],"[('noble isle', 50)]"
2751,mkh無窮花,[],[]
2752,cock,[],"[('cuoco', 67), ('ok choice', 62), ('ciaoke', 60), ('cocchi', 60), ('ucc', 57), ('aoc', 57), ('tcc', 57), ('cocodor', 55), ('k.c.dog', 55), ('cocoegg', 55), ('celvoke', 55), ('cocochi', 55), ('spococo', 55), ('corsica', 55), ('chinook', 55), ('milk&co', 55), ('ciao', 50), ('ecologic', 50), ('vico', 50)]"
2753,蒸健康,[],"[('健康力', 67), ('健康廚房', 57), ('健康曙光', 57), ('健康快遞', 57), ('健康物語', 57), ('每朝健康', 57), ('健康總匯', 57), ('愛伊健康', 57)]"
2754,moma,[],"[('mama', 75), ('omax', 75), ('momus', 67), ('aroma', 67), ('azoma', 67), ('tomomasu', 67), ('osuma', 67), ('mdovia', 60), ('romand', 60), ('mandom', 60), ('bmxmao', 60), ('mitomo', 60), ('joroma', 60), ('kamome', 60), ('nomama', 60), ('mbm', 57), ('mon', 57), ('omg', 57), ('mocca摩卡', 55)]"
2755,饅自然,[],"[('自然零', 67), ('自然派', 67), ('自然之綠', 57), ('自然主義', 57), ('福樂自然零', 50), ('東森自然美', 50)]"
2756,bixtar,[],"[('brita', 73), ('vitamer', 62), ('vita', 60), ('bbia', 60), ('biore', 55), ('ikari', 55), ('vitakraft', 53), ('barista西雅圖', 50), ('targus', 50), ('kitcat', 50), ('bmxmao', 50), ('bonika', 50), ('vinata', 50), ('lestar', 50), ('butler', 50), ('tcstar', 50), ('barrio', 50), ('a star', 50)]"
2757,craft boss,[],[]
2758,amity雅娜蒂,[],"[('city', 50), ('aito', 50)]"
2759,興波咖啡,[],"[('藏咖啡', 57), ('皇雀咖啡', 50), ('卡薩咖啡', 50), ('江鳥咖啡', 50), ('澤井咖啡', 50), ('伯朗咖啡', 50), ('jc咖啡', 50), ('咖啡廣場', 50), ('咖啡工廠', 50), ('女皇咖啡', 50), ('熊愛咖啡', 50), ('微美咖啡', 50), ('愛戀咖啡', 50), ('樂家咖啡', 50), ('湛盧咖啡', 50), ('成真咖啡', 50)]"
2760,see you,[],"[('sweet touch直覺', 60), ('etude house', 56), ('sour3', 50), ('visee', 50), ('teteo', 50), ('epoux', 50), ('kiss new york', 50), ('hereu', 50), ('youus', 50), ('one house', 50)]"
2761,和成,[],"[('hcg和成', 57), ('和平', 50), ('東成', 50), ('和味', 50)]"
2762,草本24,[],"[('草本風采', 50)]"
2763,hi-life,[],"[('udilife', 71), ('simlife', 71), ('skinlife', 67), ('hiles', 67), ('ezlife', 62), ('golife', 62), ('fresh line', 59), ('healthlife', 59), ('chifure', 57), ('i-kirei', 57), ('hair recipe', 56), ('aus life澳思萊', 56), ('vi.chi維齊', 53), ('meridlife樂益活', 53), ('life-do.plus', 53), ('morelife', 53), ('navalli hill', 53), ('j-lin', 50), ('lian li聯力', 50)]"
2764,dr. skin,"[('dr.satin', 80), ('dr.shine', 80)]","[('dr.satin', 80), ('dr.shine', 80), ('duskin', 77), ('c-skin杜克', 67), ('sukin', 67), ('dr.hsieh', 67), ('a’kin', 67), ('dr.spa', 62), ('aprilskin', 62), (""it's skin"", 62), (""pro'skit寶工"", 59), ('der jinn德晉', 59), ('dr.hows', 57), ('hanskin', 57), ('darling', 57), ('wildkin', 57), ('corsini', 57), ('skin biotheory', 57), ('dr.hsieh達特醫', 56)]"
2765,liese莉婕,[],"[('lirene', 62), ('malie媄莉', 57), ('les nez', 57), ('simple life', 56), ('idee', 55), ('visee', 50), ('hiles', 50), ('blistex碧唇', 50), ('olive', 50)]"
2766,柳營牧場,[],"[('初鹿牧場', 50), ('飛牛牧場', 50), ('明全牧場', 50), ('禾香牧場', 50)]"
2767,優豆君,[],[]
2768,然植萃,[],"[('艾瑪植萃', 57)]"
2769,力度伸,[],[]
2770,wellness+ 盛燦男士,[],"[('wellness', 76), ('wellness寵物健康', 64), ('eilles', 53), ('wellage', 50)]"
2771,健康快遞,[],"[('健康力', 57), ('蒸健康', 57), ('健康廚房', 50), ('健康曙光', 50), ('健康物語', 50), ('每朝健康', 50), ('健康總匯', 50), ('愛伊健康', 50)]"
2772,樂伊妥,[],[]
2773,紅牛,[],"[('紅印', 50), ('紅米', 50), ('牛爾', 50), ('京紅', 50), ('正牛', 50)]"
2774,spococo,[],"[('cuoco', 67), ('sapporo', 57), ('cocodor', 57), ('cocoegg', 57), ('cocochi', 57), ('soto', 55), ('cock', 55), ('pecobono', 53), ('combo', 50), ('solac', 50), ('thai coco', 50), ('ok choice', 50)]"
2775,飛牛牧場,[],"[('初鹿牧場', 50), ('柳營牧場', 50), ('明全牧場', 50), ('禾香牧場', 50)]"
2776,add+,[],"[('adidas', 67), ('paddy台菱', 60), ('dydo', 57), ('paddywax', 55), ('adidas愛迪達', 50), ('amida', 50), ('mdmmd', 50), ('aveda', 50), ('tiddi', 50), ('lador', 50), ('daodi', 50)]"
2777,金寶,[],"[('寶亨', 50), ('大金', 50), ('聲寶', 50), ('寶僑', 50), ('寶馬', 50), ('寶路', 50), ('金蘭', 50), ('丸金', 50), ('鍋寶', 50), ('古寶', 50), ('諾寶', 50), ('樂金', 50), ('藍寶', 50), ('寶島', 50), ('金龍', 50), ('金岡', 50), ('金饌', 50), ('培寶', 50), ('金鹿', 50)]"
2778,愛瑞雅,[],[]
2779,misshan韓秀姬,[],"[('missha', 75), ('lishan日本', 56), ('min shiang名象', 55), ('isana', 53), ('milani', 50), ('shanen', 50), ('mihong', 50)]"
2780,primo ordine普瑞迪娜,[],[]
2781,loshi樂絲,"[('loshi', 83)]","[('loshi', 83), ('flowfushi', 62), ('miyoshi', 57), ('oshimon', 57), ('osim', 55), ('asahi', 50), ('toshiba東芝', 50), ('lotus', 50), ('logos', 50), ('orasi', 50), ('goshu', 50), ('log樂格', 50)]"
2782,ciate夏緹,[],"[('ciaoke', 62), ('vt cica', 57), ('catfeet', 57), ('ciao', 55), ('city', 55), ('atake', 50), ('uni water', 50), ('intex', 50), ('canidae卡比', 50), ('kracie葵緹亞', 50)]"
2783,nugens捷視,[],"[('aquagen', 53), ('songen松井', 50), ('avengers', 50), ('ange', 50)]"
2784,chum churum,[],"[('hulu cat', 53)]"
2785,安慕希,[],[]
2786,wide view,[],"[('new widetech威技牌', 58), ('visee', 57), ('livin wild野宴', 57), ('livin’ wild野宴', 57), ('ice river', 56), ('wet n wild', 53), ('e-power', 50), ('simple life', 50), ('kiwipet', 50), ('to be white', 50), ('hi-life', 50), ('i-kirei', 50), ('viewsonic優派', 50), ('qiu wen', 50)]"
2787,nacific,[],"[('nailholic', 62), ('arctic', 62), ('nacnac', 62), ('natice', 62), ('nailmatic', 62), ('naf', 60), ('afc', 60), ('nac', 60), ('maychic', 57), ('nac nac', 57), ('npic', 55), ('nabi', 55), ('acmedica', 53), ('vacci', 50), ('panasonic', 50), ('nicoh', 50), ('filco', 50), ('3w clinic', 50), ('naffy', 50)]"
2788,tcoffee,[],"[('key coffee', 71), ('toffy', 67), ('tribo coffee', 63), ('catfeet', 57), ('toffy日本', 57), ('yy bean coffee', 57), ('comefree康芙麗', 56), ('fees', 55), ('tepe', 55), ('drip bag coffee', 55), ('converse', 53), (""coffret d'or"", 53), ('three', 50), ('teteo', 50)]"
2789,松井,[],"[('黑松', 50), ('澤井', 50), ('椒井', 50), ('福松', 50), ('松木', 50)]"
2790,makeup revolution,[],"[('evolution', 69), ('jmsolution', 59), ('profusion', 54), ('lumina beauty care', 51), ('solution耐吉斯', 50)]"
2791,agricola植物者,[],"[('magicom', 56), ('sangaria', 53), ('ariel', 50), ('avila', 50), ('sacla', 50), ('cabreiroa', 50), ('ariul', 50), ('rico baby', 50), ('aroma', 50)]"
2792,荷麗美加,[],"[('麗美', 67), ('麗美盛', 57)]"
2793,dr.oko德逸,[],"[('dr.groot', 62), ('tokyo star', 56), ('dr.hows', 53), ('dr. skin', 53), ('domo', 50), ('dr.konopka’s', 50), ('lb tokyo', 50)]"
2794,qpnp,[],"[('q pnp', 67), ('pinpai', 60), ('oppo', 50), ('pony', 50), ('pupa', 50), ('npic', 50), ('pantop邦比', 50)]"
2795,strivectin,"[('strivectin皺效奇蹟', 83)]","[('strivectin皺效奇蹟', 83), ('stemcin', 71), ('briochin', 56), ('thrive脆樂芙', 53), ('silverstone銀欣', 52), ('refine', 50), ('instinct原點', 50), ('arctic', 50), ('senscience', 50), ('ivenor', 50), ('new directions', 50), ('prreti', 50), ('teptip', 50)]"
2796,alcatroz,[],"[('carome.', 57), ('lechat', 57), ('ducato', 57), ('catz凱茲', 57), ('aroha triz', 56), ('lacroix', 53), ('alcatel阿爾卡特', 53), ('lacto韓國', 53), ('balzano', 53), ('nature face', 53), ('natural balance', 52), ('ciao', 50), ('lapetz樂倍', 50), ('palladio', 50), ('kakato卡格', 50), ('cat chow', 50), ('maro', 50), ('aito', 50), ('fala', 50)]"
2797,富兔康,[],[]
2798,薇達,[],"[('達能', 50)]"
2799,片岡,[],"[('岡本', 50), ('金岡', 50)]"
2800,lucas papaw,[],"[('japan gals', 57), ('voluspa', 56), ('casa', 53), ('cama cafe', 50), ('w.lab', 50)]"
2801,hiway海味,[],"[('hida', 55), ('oway', 55), ('himawari', 53)]"
2802,pezri派翠,[],"[('persil', 62), ('pri', 60), ('persil寶瀅', 53), ('opera', 50), ('petio', 50), ('perioe倍麗兒', 50), ('petia', 50)]"
2803,aito,[],"[('aibo', 75), ('azio', 75), ('hito', 75), ('rasto', 67), ('patto', 67), ('sakio', 67), ('amino', 67), ('capitano', 67), ('ducato', 60), ('hito伊的', 60), ('mitomo', 60), ('barrio', 60), ('daisho', 60), ('aoc', 57), ('iti', 57), ('watsons', 55), ('matador', 55), ('lacto韓國', 55), ('kit cat', 55)]"
2804,keune肯葳,[],"[('kent肯特', 62), ('kennex肯尼士', 62), ('aiken艾肯', 57), ('kent', 55), ('enne', 55), ('haken', 50), ('aiken', 50), ('kurun', 50), ('ktnet', 50), ('genuine捷元', 50)]"
2805,hulu cat,[],"[('catchup', 67), ('cat chow', 62), ('catuna', 57), ('h.city', 57), ('chu', 55), ('plan cat喵洽普', 53), ('kit cat', 53), ('chum churum', 53), ('la casta蕾珂詩', 53), ('herbal care', 53), ('honey cat貓戀人', 50), ('club', 50), ('naturals', 50), ('tiki cat', 50), ('cat glory驕傲貓', 50), ('his cafe', 50)]"
2806,善得,[],"[('得意', 50), ('諾得', 50), ('善存', 50)]"
2807,薰衣草森林,[],[]
2808,一引,[],"[('統一', 50)]"
2809,yourla益暢優,[],"[('kuyura', 53), ('yoplait優沛蕾', 53), ('gourmia', 50)]"
2810,oneroad,[],"[('opera', 67), ('onpro', 67), ('romand', 62), ('corona', 62), ('joearo', 62), ('joroma', 62), ('one', 60), ('ronever', 57), ('neoflam', 57), ('biolead', 57), ('bioneed', 57), ('mr.bone', 57), ('formosa', 57), ('ford', 55), ('bone', 55), ('cosmetex roland', 55), ('converse', 53), ('wonder旺德', 53), ('berioska', 53)]"
2811,nadeshia,[],"[('asahi', 62), (""i'nesvia"", 62), ('desiam暹羅', 62), ('adidas', 57), ('naturehike', 56), ('aha', 55), ('asahi朝日', 53), ('arencia', 53), ('dermisa', 53), ('takashima高島', 53), ('washaml', 53), ('nars', 50), ('dashing diva', 50), ('min shiang名象', 50), ('hida', 50), ('acmedica', 50), ('casa', 50), ('dr.shine', 50), ('sasa', 50)]"
2812,kirkland科克蘭,[],"[('kirkland signature科克蘭', 69), ('timberland', 57), ('serlando詩蘭朵', 55), ('kirin', 50), ('iroka', 50)]"
2813,巴馬,[],"[('寶馬', 50), ('施巴', 50), ('龍馬', 50), ('汗馬', 50)]"
2814,heller嘉儀,[],"[('cheers', 57), ('eilles', 57), ('eclear', 57), ('healthlead', 56), ('healthlife', 56), ('hello你好', 53), ('jumelle', 53), ('wellage', 53), ('heme', 50), ('elle & vire愛樂薇', 50), ('wellbe威比', 50), ('maycheer', 50), ('cheerios', 50), ('wellness', 50), ('gelovery', 50), ('hallmark', 50), ('s.pellegrino', 50)]"
2815,midea,"[('amida', 80)]","[('amida', 80), ('lideal', 73), ('tide', 67), ('hida', 67), ('miau', 67), ('idee', 67), ('delta', 60), ('derma', 60), ('deary', 60), ('miine', 60), ('amice', 60), ('edeka', 60), ('pure mind', 57), ('idea auto', 57), ('milani', 55), ('adidas', 55), ('dejavu', 55), ('missha', 55), ('tide汰漬', 55)]"
2816,youus,[],"[('myhouse', 67), ('momus', 60), ('lotus', 60), ('yunos', 60), ('unidus', 55), ('haylou', 55), ('oulisi', 55), ('uzu', 50), ('syoss絲蘊', 50), ('miyoshi', 50), ('voluspa', 50), ('infocus', 50), ('see you', 50), ('youth幼獅', 50)]"
2817,black gears黑設,[],"[('black ice', 64), ('black monster', 62), ('blackhawk黑鷹', 58), ('black blaze', 58), ('blackmonster', 56), ('blackmores澳佳寶', 54), ('jant blanc', 52), ('blackdog旺兒', 52), ('new balance', 50), ('natural balance', 50), ('clair paris', 50)]"
2818,rhino犀牛,[],"[('ringo', 67), ('orihiro', 57), ('chinook', 57), ('rivo', 55), ('hito', 55), ('rinpoo潤波', 53), ('briochin', 53), ('dr.shine', 53), ('kirin', 50), ('orion', 50), ('darphin朵法', 50), ('bruno', 50), ('ginpo', 50), ('amino', 50)]"
2819,加拿大國寶,[],[]
2820,mavros烏麗絲,[],"[('maro', 62), ('aromase艾瑪絲', 53), ('maqpro', 53), ('lavons', 53), ('voss芙絲', 53), ('st.malo', 50), ('naris up娜麗絲', 50), ('marvo魔蠍', 50)]"
2821,throne斯儂恩,[],"[('three', 57), ('honey', 57), ('ronever', 50), ('thomson', 50), ('one', 50)]"
2822,retreev蕊琦芙,[],"[('nature tree', 57), ('three', 53)]"
2823,purrfact波菲特,[],"[('perfect理想', 50), ('pharmaact', 50)]"
2824,pmu必美優,[],"[('mkup美咖', 50)]"
2825,旺滴,[],"[('滴露', 50), ('卡旺', 50), ('海滴', 50), ('旺寶', 50), ('滴牌', 50)]"
2826,logos,[],"[('lobo', 67), ('loshi', 60), ('lotto', 60), ('lotus', 60), ('goshu', 60), ('log樂格', 60), ('go!', 57), ('lg', 57), ('logona諾格那', 57), ('bloody', 55), ('velcos', 55), ('brooks', 55), ('lapolo', 55), ('lavons', 55), ('cosmos', 55), ('lole’s', 55), ('e-books', 50), ('haglofs', 50), ('goodies', 50)]"
2827,kensington肯辛通,[],"[('kingston晶燉', 61), ('kent肯特', 53), ('t-sing', 53), ('einstok', 50), ('insight', 50)]"
2828,巧多,[],"[('三多', 50), ('多芬', 50), ('喜多', 50), ('多哥', 50), ('多納', 50)]"
2829,優力巾,[],"[('優活力', 67)]"
2830,quaplar葵柏兒,[],"[('aquair阿葵亞', 53), ('eupa優柏', 50), ('duplair朵萊爾', 50)]"
2831,paul mitchell,[],"[('kitchenaid', 52), (""paula's choice寶拉珍選"", 52), ('kitchenwell金美滿', 52), ('che gel', 50), ('milklab', 50), ('ricenal', 50), ('mustela', 50)]"
2832,ozen,[],"[('andzen', 60), ('goen御宴', 60), ('golden', 60), ('one', 57), ('mon', 57), ('foramen', 55), ('coleman', 55), ('orijen渴望', 50), ('more', 50), ('ozawakei', 50), ('pony', 50), ('kent', 50), ('sole', 50), ('enne', 50), ('sony', 50), ('on歐恩', 50), ('yome', 50), ('songen松井', 50), ('kozi', 50)]"
2833,美神契約,[],[]
2834,esprique precious丰靡美姬,[],[]
2835,icooby,[],"[('vico', 60), ('ioio', 60), ('dooby大眼蛙', 57), ('combo', 55), ('nicoh', 55), ('filco', 55), ('omory', 55), ('cuoco', 55), ('combi', 55), ('wooly', 55), ('ivory', 55), ('citycolor', 53), ('elishacoy', 53), ('chicco', 50), ('lily&color', 50), ('rico芮可', 50), ('bloody', 50), ('irobot', 50), ('yubico', 50)]"
2836,dear my,"[('deary', 83)]","[('deary', 83), ('derma', 67), ('deary媞爾妮', 67), (""m'daryn喵樂"", 62), ('dermal', 62), ('dr.may美博士', 62), ('derma&more', 59), ('dermisa', 57), ('aurora myza', 56), ('warm', 55), ('desiam暹羅', 53), ('purederm', 53), ('dermal德瑪', 53), ('r-driver', 53), ('dermacol', 53), ('m.a.c', 50), ('derma丹麥德瑪', 50), ('farm stay', 50), ('delta', 50)]"
2837,艾肯,[],"[('艾詩', 50)]"
2838,youberry悠貝莉,[],"[('burberry', 63), ('by terry', 53)]"
2839,統欣生物科技,"[('統欣生技', 80)]","[('統欣生技', 80)]"
2840,blendtec,[],"[('bluepine', 62), ('berndes寶迪', 59), ('loupedeck', 59), ('revablend', 59), ('bladez', 57), ('lirene', 57), ('beloved&co', 56), ('herb blend植物物語', 55), ('lec', 55), ('new balance', 53), ('glinter', 53), ('biolead', 53), ('beanies', 53), ('blade錘子', 53), ('fantech', 53), ('benecos蓓蓓珂娜', 53), ('les nez', 53), ('de buyer', 50), ('kent', 50)]"
2841,soopa舒巴,[],"[('soapmax', 57), ('soapspa', 57), ('soto', 55), ('sowa sowa', 50), ('opera', 50), ('aesop', 50), ('solac', 50), ('spa絲帕', 50), ('solan', 50)]"
2842,motorola,[],"[('torotoro', 62), ('doutor', 57), ('corona', 57), ('toro黑鮪', 57), ('toplan', 57), ('mitomo', 57), ('modori', 57), ('joroma', 57), ('outdoorbase', 53), ('matador', 53), ('oneroad', 53), ('mustela', 53), ('moroccanoil', 53), ('formosa', 53), ('cosmetex roland', 52), ('more', 50), ('soto', 50), ('amtran瑞軒', 50), ('woman method', 50)]"
2843,荷柏園,[],"[('herbox荷柏園', 50)]"
2844,niagara,[],"[('sangaria', 67), ('diadora', 57), ('babaria', 57), ('sangaria山加利', 56), ('nars', 55), ('naturals', 53), ('himawari', 53), ('algemarin', 50), ('kangaroos', 50), ('isana', 50), ('uni water', 50), ('corningware康寧', 50), ('iroka', 50), ('ziaja', 50), ('nokia', 50), ('manara曼娜麗', 50), ('natural d', 50), ('nakay', 50), ('natural10++', 50)]"
2845,sl,[],"[('sole', 67), ('masil', 57), ('sacla', 57), ('solac', 57), ('sylph', 57), ('skoll', 57), ('solan', 57), ('lb', 50), ('ysl聖羅蘭', 50), ('isleaf', 50), ('ts', 50), ('lg', 50), ('persil', 50), ('sdl山多力', 50), ('bosley', 50), ('shills', 50), ('qstyle', 50), ('pl', 50), ('amstel', 50)]"
2846,nikko日光,[],"[('nicoh', 50)]"
2847,azio,[],"[('aibo', 75), ('aito', 75), ('sakio', 67), ('azoma', 67), ('amino', 67), ('barrio', 60), ('daisho', 60), ('kazi卡滋', 60), ('aoc', 57), ('zoo', 57), ('balzano', 55), ('magicom', 55), ('dtaudio', 55), ('ozio歐姬兒', 55), ('champion', 50), ('ciao', 50), ('vivo', 50), ('palladio', 50), ('maro', 50)]"
2848,ko咖啡王,[],"[('kao花王', 60), ('藏咖啡', 50)]"
2849,berndes寶迪,[],"[('beanies', 62), ('de buyer', 59), ('blendtec', 59), ('benks', 57), ('san benedetto', 55), ('timberland', 53), ('arnest', 53), ('deerdogs狄寶', 53), ('ecosoya brands', 52), ('bronson', 50), ('benecos蓓蓓珂娜', 50)]"
2850,radius雷迪兒,[],"[('adidas愛迪達', 56), ('adidas', 53), ('rausch', 53)]"
2851,larmi樂米,[],"[('garmin', 62), ('parmir帕米爾', 62), ('lanami', 62), ('farmina法米納', 59), ('lacroix', 57), ('lalil樂靈', 57), ('polar普樂', 57), ('warm', 55), ('xiaomi小米', 53), ('ballarini班樂尼', 53), ('amazfit華米', 50), ('ariel', 50), ('algemarin', 50), ('amida', 50), ('takumi塔谷米', 50), ('flair', 50), ('arlem', 50), ('lador', 50), ('ariul', 50)]"
2852,米徠,[],"[('小米', 50), ('米家', 50), ('紅米', 50), ('雲米', 50), ('米物', 50)]"
2853,amino mason,[],"[('cosmic mansion', 64), ('minon aminomoist蜜濃', 62), ('amino', 62), ('jo malone', 60), ('panasonic', 60), ('bon aroma', 60), ('mitomo', 59), ('aroma zone', 57), ('thomson', 56), ('swanson', 56), ('madam jan’s', 55), ('one amadana', 55), ('mount hagen', 55), ('champion', 53), ('samdasoo', 53), ('moma', 53), ('nanolabo', 53), ('tomomasu', 53), ('kanokwan', 53)]"
2854,寺岡家,[],[]
2855,日青,[],"[('日清', 50), ('日虹', 50), ('日象', 50), ('日虎', 50), ('日濢', 50), ('朝日', 50)]"
2856,活力廚房,[],"[('活力廚坊', 75), ('活力', 67), ('活力滋', 57), ('優活力', 57), ('健康廚房', 50), ('亞尼活力', 50), ('狗子廚房', 50)]"
2857,treewalker露遊,"[('treewalker', 91), ('tree walker', 87)]","[('treewalker', 91), ('tree walker', 87), ('realme', 56), ('tunemakers', 55), ('traveler旅行者', 52), ('wonder trend', 50), ('tresemme', 50)]"
2858,pl,[],"[('plas', 67), ('pola', 67), ('lb', 50), ('lg', 50), ('op', 50), ('opal澳寶', 50), ('persil', 50), ('lapolo', 50), ('toplan', 50), ('g-plus', 50), ('plants', 50), ('sl', 50), ('21plus', 50), ('poli波力', 50), ('percol', 50), ('pureal', 50)]"
2859,kokumori穀盛,[],"[('omory', 53), ('kokie', 53), ('doutor', 50), ('takumi', 50), ('hukumi', 50), ('modori', 50), ('kopiko', 50)]"
2860,呈禾康,[],[]
2861,traveler旅行者,[],"[('treewalker', 57), ('tree walker', 55), ('avengers', 53), ('treewalker露遊', 52), ('three', 50)]"
2862,scythe鐮刀,[],"[('she', 55), ('schesir', 53), ('skechers', 50), ('the saem', 50), ('justherb', 50)]"
2863,moodmatcher,[],"[('mestemacher', 64), ('maycheer', 63), ('mother-k', 63), ('cooler master', 58), ('coolermaster酷碼', 56), ('macherie瑪宣妮', 55), ('maycheer美茜兒', 55), ('shower mate', 55), ('mother goose鵝媽媽', 54), ('mondariz', 53), ('moma', 53), ('the ordinary', 52), ('smartheart慧心', 52), ('natural food', 52), ('oster', 50), ('rosbacher洛斯巴赫', 50), ('powermate', 50), ('smooth詩夢絲', 50), ('homer', 50)]"
2864,華冠,[],"[('桂冠', 50), ('華佗', 50), ('華陀', 50), ('皇冠', 50), ('富華', 50), ('西華', 50), ('愛華', 50), ('華菱', 50)]"
2865,koji,[],"[('kozi', 75), ('kokie', 67), ('kopiko', 60), ('hoi', 57), ('opi', 57), ('kolin歌林', 55), ('osim', 50), ('kiki', 50), ('koyo', 50), ('fuji', 50), ('kiss', 50), ('orip', 50), ('hori', 50), ('pomi', 50), ('ioio', 50), ('hojo', 50)]"
2866,wellcome好吉康,[],"[('elecom', 59), ('hello你好', 56), ('wellage', 56), ('wellbe威比', 53), ('wellness', 53), ('wellness寵物健康', 52), ('lancome蘭蔻', 50)]"
2867,temba,[],"[('tescoma', 67), ('derma', 60), ('sheba', 60), ('remax', 60), ('ttmax', 60), ('tempo', 60), ('tescom', 55), ('dermal', 55), ('emborg', 55), ('timberland', 53), ('tunemakers', 53), ('tefal特福', 50), ('eva', 50), ('lexma雷馬', 50), ('mlb', 50), ('tabasco', 50), ('ehrmann', 50), ('mbm', 50), ('mestemacher', 50)]"
2868,pet village,"[('pet village魔法村', 88)]","[('pet village魔法村', 88), ('wellage', 67), ('petia', 62), ('eilles', 59), ('maquillage', 57), ('pure smile', 57), ('lebelage', 53), ('care linkage', 52), ('bella beauty', 52), ('avila', 50), ('vanilla blanc', 50), ('petag美國貝克', 50), ('petio', 50), (""lassie'el"", 50), ('peppa pig', 50), ('q-pet', 50)]"
2869,小七泡泡,[],[]
2870,nuxe巴黎歐樹,[],"[('nuxe黎可詩', 67)]"
2871,digiking數位新貴,[],"[('gigijing淨極勁', 52)]"
2872,芙樂思,[],[]
2873,潘海利根,[],"[('海尼根', 57)]"
2874,rorista蘿莉絲塔,[],"[('orita歐芮坦', 53), ('browit貝奧莉', 50), ('brita', 50), ('polarstar', 50)]"
2875,福記,[],"[('家福', 50), ('福樂', 50), ('三記', 50), ('寧記', 50), ('田記', 50), ('福汎', 50), ('福松', 50), ('德記', 50), ('李記', 50)]"
2876,元氣,"[('元氣王', 80), ('元氣堂', 80)]","[('元氣王', 80), ('元氣堂', 80), ('元山', 50), ('東元', 50), ('山元', 50), ('元歲', 50), ('狀元', 50), ('上元', 50)]"
2877,dermaangel護妍天使,[],"[('dermal', 60), ('dermal德瑪', 55), ('dermacol', 55), ('derma', 53), ('derma&more', 50)]"
2878,清銀露,[],[]
2879,丸進,[],"[('丸金', 50), ('丸莊', 50), ('丸秀', 50), ('丸山', 50), ('丸友', 50)]"
2880,a+ power,"[('e-power', 86)]","[('e-power', 86), ('teapower茶寶', 71), ('down power', 71), ('shower mate', 67), ('double power', 63), ('powerbomb', 62), (""a'pieu"", 62), ('powermate', 62), ('super pad', 62), ('a&w', 60), ('arex sport', 59), ('sapporo', 57), ('cookpower鍋寶', 56), ('a-star bones', 53), ('cat chow', 53), ('mother-k', 53), ('real power瑞威', 53), ('sowa sowa', 50), ('black monster', 50)]"
2881,pershow品夏,[],"[('kesho', 57), ('persil', 53), ('percol', 53), ('dr.hows', 50), ('shower mate', 50), ('erh', 50)]"
2882,natice,[],"[('naturie', 77), ('amice', 73), ('arctic', 67), ('ace', 67), ('nailmatic', 67), ('neatex', 67), ('arcticpet', 67), ('nac', 67), ('catrice卡翠絲', 62), ('naturehike', 62), ('nacific', 62), ('tide', 60), ('npic', 60), ('face+', 60), ('nabi', 60), ('ayce', 60), ('kitchen art', 59), ('naive娜艾菩', 57), ('natureby', 57)]"
2883,小牧好好,[],[]
2884,yanagiya柳屋,[],"[('sangaria', 56), ('angfa', 53), ('yamaki', 50), ('saraya', 50), ('antian', 50), ('bandai', 50), ('nijiya', 50), ('lanami', 50), ('canary', 50)]"
2885,蔻蘿蘭,[],[]
2886,w.dressroom,[],"[('dr.groot', 53), ('r-driver', 53), ('staresso', 53), ('derma', 50), ('nespresso', 50), ('the laundress', 50)]"
2887,梨奧美,[],[]
2888,dr.douxi朵璽,[],"[('dr.choice', 53), ('doutor', 50)]"
